,Unnamed: 0,session_id,cluster_id,mean_firing_rate,shank_id,num_spikes,firing_rate,presence_ratio,snr,isi_violations_ratio,isi_violations_count,rp_contamination,rp_violations,sliding_rp_violation,amplitude_cutoff,amplitude_median,amplitude_cv_median,amplitude_cv_range,sync_spike_2,sync_spike_4,sync_spike_8,firing_range,sd_ratio,unit_location_x,unit_location_y,unit_location_z,border_score,delta_x_um,X_CCF,Y_CCF,Z_CCF,X_SC,Y_SC,Z_SC,cluster_annotation_derived_from_SHARP-Track,cluster_annotation_derived_from_brain_render
314,314,,227.0,8.247698692925066,2,50468,14.638408143597326,1.0,3.3503614410057128,0.3068157937541795,680,0.3109400947346331,388,0.235,2.057144479601493e-05,-15.99,0.5345244407653809,0.4105891466140747,0.0760680034873583,0.0009709122612348,5.9443607830704605e-05,19.72000000000001,1.629666631707288,534.4154863124833,1532.4022059354147,16.773197544105795,0.2311913262575717,-14.833983165857262,2234.6149320582995,3843.9112878034853,10068.086091248942,-3465.3850679417005,3582.9906490919775,4353.524826717106,ENTm1,ENTm2
315,315,,228.0,6.776781146628754,2,28225,8.186753385373594,1.0,2.4637514243193683,0.3014944852672679,209,0.2943159037715159,116,0.255,9.168558104792273e-06,-13.455,0.4926196932792663,0.5386903509497643,0.0843932683790965,0.0019131975199291,0.000460584588131,15.120000000000005,1.2807960670474217,537.1386963319017,1564.237628191398,22.637739434152987,0.2400445134868814,-17.55719318527565,2233.6476817243065,3810.231556824424,10067.64915997474,-3466.3523182756935,3551.3022519256524,4356.026066575485,ENTm1,ENTm2
316,316,,232.0,8.430243332003892,2,37408,10.850312511605152,1.0,2.814004164026674,0.2866140234942529,349,0.2929903570525858,203,0.235,0.0001697491988358,-15.014999,0.4695266485214233,0.388029558956623,0.0738879384088964,0.0010158254918733,2.6732249786142e-05,14.52,1.2908430203494348,498.1592023141635,1561.9137743095764,19.635975310292732,0.2487230896371364,21.422300832462497,2272.498997962636,3812.6900375992373,10067.681054146882,-3427.501002037364,3553.615373585279,4355.843486432287,ENTm1,ENTm2
317,317,,233.0,7.325923697246044,2,29961,8.690285852229522,1.0,3.970761328200995,0.2086776719608449,163,0.2200966223917259,102,0.205,0.0001492746183866,-22.035,0.3499975502490997,0.2685976505279541,0.0719602149460966,0.0007009111845399,0.0,12.6,1.290792988825884,524.1804366228661,1592.9845366785564,1.0000000000004934,0.1813551747594671,-4.598933476240063,2248.191546674516,3779.8192652411003,10067.254617591927,-3451.808453325484,3522.688104887792,4358.284648627108,ENTm1,ENTm2
318,318,,234.0,5.984748621699971,2,28197,8.178631893972693,1.0,2.533059611191545,0.0578169490366039,40,0.0603614108600706,27,0.065,7.056880750634623e-05,-13.26,0.4834528863430023,0.5842572212219237,0.0738376423023726,0.0021633507110685,0.0009575486753909,9.6,1.2496403763984238,498.4849229665456,1582.8763968510564,22.80705031952009,0.2584471827036085,21.096580180080423,2273.32952143944,3790.5129958708226,10067.393348668877,-3426.67047856056,3532.7495624331327,4357.490474074395,ENTm1,ENTm2
319,319,,235.0,5.138405295061785,2,18832,5.462283073635271,1.0,2.636547614206654,0.1523021221465663,47,0.1133608767610052,22,0.135,0.0001027929055124,-14.429999,0.4639184176921844,0.567438080906868,0.0775276125743415,0.001911639762107,0.0002124044180118,8.320000000000004,1.2559821776433024,527.0352263287026,1595.3181919880988,16.28452694821736,0.2597772956042197,-7.453723182076601,2245.4654753695313,3777.3504152163932,10067.222588898238,-3454.5345246304687,3520.3652270662424,4358.467998847156,ENTm1,ENTm2
320,320,,236.0,7.153939491832937,2,21137,6.1308558478881015,1.0,4.54311973145558,0.0848844683429366,33,0.0803997591274552,20,0.09,8.060324762286125e-05,-25.74,0.300927460193634,0.2561872512102127,0.0665184274021857,0.0007569664569238,9.462080711548467e-05,9.6,1.264704134715675,523.1700297613287,1607.2605005222945,7.6777110471016,0.2053957748577659,-3.588526614702687,2249.989378837927,3764.7162577214326,10067.058684425956,-3450.010621162073,3508.4780715301395,4359.406280044327,ENTm1,ENTm2
321,321,,238.0,9.7925392748814,2,34587,10.03207225296427,1.0,2.0829952617619933,0.148904183033573,155,0.1179088858442423,77,0.115,4.692629592310122e-05,-10.92,0.5772331953048706,0.6305357217788696,0.0730621331714228,0.001474542458149,8.673779165582444e-05,12.72,1.2074484726935863,498.05150852602526,1613.3835786839643,24.66441599394333,0.2411000634184922,21.529994620600746,2275.4456332534646,3758.2384537334538,10066.974647081588,-3424.5543667465354,3502.3832714955342,4359.887356972749,ENTm1,ENTm2
322,322,,239.0,8.193387891215664,2,23650,6.859759701119061,1.0,1.8993633706541515,0.088350121938198,43,0.0971815574937822,30,0.095,6.942149055629693e-05,-11.505,0.8043460845947266,0.5814514756202698,0.073615221987315,0.000845665961945,0.0001268498942917,11.8,1.4284170284131046,519.0216804303241,1637.5563766718308,7.346393621805887,0.2208914886812105,0.5598227163019374,2255.8087704665795,3732.6652627546678,10066.642882943484,-3444.1912295334205,3478.322110405802,4361.786561114903,ENTm1,ENTm2
323,323,,240.0,10.78974593960126,2,35414,10.271946302555198,1.0,2.5351339361412504,0.1218716421041864,133,0.112121517010415,77,0.105,1.1128724130602909e-05,-14.235,0.4719291925430298,0.4097640007734298,0.0709888744564296,0.0010447845484836,0.0001411871011464,9.4,1.1763272446433084,536.1306781044848,1622.4435867747084,19.618354715621937,0.2449107513484555,-16.54917495785878,2237.8661903263137,3748.6535758351547,10066.850301286908,-3462.1338096736863,3493.365105114667,4360.599182095456,ENTm1,ENTm2
324,324,,241.0,4.089905095394157,2,13731,3.9827213723495065,1.0,1.7845485886170138,0.2011456261435007,33,0.1809440728709787,18,0.21,0.0001000682796472,-9.555,0.6667602062225342,0.7902443572878826,0.0798193867890175,0.0025489767678974,0.0002184837229626,6.0,1.256082449142079,503.5232648252731,1653.49055182102,29.03171633166622,0.2237658906333154,16.058238321352917,2272.1860740272386,3715.8079794404157,10066.42419134281,-3427.8139259727614,3462.4615238370025,4363.038474586415,ENTm1,ENTm2
325,325,,242.0,21.944581157360165,2,65358,18.95730124929132,1.0,2.560548535670298,0.2249105135519812,836,0.1884590250946033,423,0.145,6.991730889807864e-05,-14.04,0.4725751280784607,0.4663751721382143,0.0642002509256709,0.000657914868876,3.060069157562961e-05,17.720000000000006,1.1557429190776534,528.9713363370198,1666.4571830289692,16.87934298863705,0.2773340838103985,-9.389833190393801,2247.453208410167,3702.090157597913,10066.246228360247,-3452.546791589833,3449.5547762423625,4364.057234587316,ENTm1,ENTm2
326,326,,244.0,4.814049118186188,2,15244,4.421571961262536,1.0,1.9356408874455076,0.1038538024851436,21,0.061218907296819,8,0.09,0.00035978661695,-9.945,0.6398063898086548,0.6844683527946471,0.0813434794017318,0.0016399895040671,0.000196798740488,6.1200000000000045,1.2489751058418443,501.5635691130088,1675.2320018541309,34.14669308091888,0.2370313938456803,18.017934033617223,2275.3449719820196,3692.806990720303,10066.125796699585,-3424.6550280179804,3440.8204820414426,4364.746653009948,ENTm1,ENTm2
327,327,,245.0,28.691189636372584,2,52816,15.319453208215828,1.0,2.4580883602406747,0.2648993830107422,643,0.2329029937066751,333,0.155,2.3102142759765415e-05,-13.26,0.4941868782043457,0.5356399193406105,0.0656997879430475,0.0011549530445319,5.680096940321115e-05,25.440000000000005,1.2035523395393,531.5709829944587,1695.078877722255,19.778624304365614,0.2462708948289118,-11.98947984783274,2246.432260524362,3671.810333768859,10065.853404497833,-3453.567739475638,3421.0652647252446,4366.305978863598,ENTm1,ENTm2
328,328,,246.0,1.792256456410276,2,4026,1.167754442143989,1.0,1.1359546231853548,0.5672094185169035,8,0.3984275570070686,3,,0.000655656345518,-4.4849997,1.8339064121246336,2.093774569034576,0.1609538002980625,0.009438648782911,0.0007451564828614,2.4,1.646181714198773,521.8410441718794,1690.7127792018368,43.05052964019366,0.2411152300225914,-2.259541025253384,2255.9213766268026,3676.42937172015,10065.913327842794,-3444.0786233731974,3425.4111993533397,4365.962944002711,ENTm1,ENTm2
329,329,,247.0,9.599434202136855,2,30104,8.731763469026985,1.0,2.1861354871639924,0.1103244649289967,87,0.0648752128755275,33,0.065,0.0003061930391517,-11.8949995,0.5194704532623291,0.5410964429378508,0.0692931171937284,0.0011626361945256,3.321817698644698e-05,11.520000000000003,1.1490920808898724,493.3769831105807,1695.4777617801649,20.280594267503023,0.1636451045087382,26.204520036045324,2284.648261822866,3671.3883413211315,10065.847929938136,-3415.351738177134,3420.6682228280542,4366.3373183161275,ENTm1,ENTm2
330,330,,248.0,1.798290989933543,2,4476,1.2982784110870578,1.0,1.000174242632222,0.5162538952658644,9,0.0901014516745771,1,0.335,0.0009012228554308,-4.8749995,1.7034746408462524,1.6689130663871756,0.1586237712243074,0.0122877569258266,0.0024575513851653,3.0,1.5854389857593476,521.0806048950648,1719.7398852054337,53.51419631172224,-0.0442277866858357,-1.4991017484387612,2258.2828761162646,3645.7206500502775,10065.514939836172,-3441.7171238837354,3396.51814883135,4368.2435405635415,ENTm2,ENTm2
331,331,,249.0,4.629995845726547,2,15211,4.412000203540044,1.0,1.6055860346852298,0.129139411546913,26,0.1358888512753201,17,0.13,0.0002400364035441,-9.165,0.7811902761459351,0.7313087731599802,0.0824403392281901,0.0009861284596673,0.0001314837946223,7.399999999999999,1.236877286080356,515.0206493503066,1714.1276818467593,2.8410265581047898,,4.560853796319407,2264.033277015729,3651.657982930617,10065.591965582676,-3435.966722984271,3402.104433428987,4367.802601956817,ENTm2,ENTm2
332,332,,250.0,15.7259943616336,2,66884,19.39992253064048,1.0,2.8114217718356644,0.2348024948615085,914,0.2096357409816484,487,0.18,3.869122169199588e-06,-15.014999,0.4611657261848449,0.427979987859726,0.0736050475450032,0.0009419293104479,2.990251779199809e-05,24.4,1.2602877567810848,522.8764486169749,1727.6040093379584,12.176728670713809,0.2458180945273081,-3.294945470348921,2256.920797174569,3637.4009367749304,10065.40700717707,-3443.079202825431,3388.690343474382,4368.861407685684,ENTm2,ENTm2
333,333,,251.0,3.668996382146289,2,8676,2.516502121222367,1.0,1.4947250792407107,0.3816822026244554,25,0.8046519788009817,21,,0.000182560680171,-6.6299996,1.2712595462799072,1.78786301612854,0.1168741355463347,0.0056477639465191,0.0004610419548178,5.4,1.9080440513828976,521.4993057254512,1751.3442253526364,96.19202352581084,0.2267463883546115,-1.917802578825217,2259.60738907889,3612.285388366934,10065.081180092078,-3440.39261092111,3365.059766570503,4370.726624803427,ENTm2,ENTm2
334,334,,253.0,6.597253774311564,2,18083,5.245033178661141,1.0,1.994141222186276,0.1159775588011305,33,0.0541850838375745,10,0.075,3.067876850710356e-05,-10.724999,0.5916675329208374,0.6456325352191925,0.0754299618426146,0.0013272134048553,5.530055853564121e-05,9.120000000000005,1.2049363191461273,497.4537330988851,1743.0281912582952,25.96190497237384,0.2530149299625606,22.12777004774091,2283.1942707386806,3621.0831919222946,10065.195315074925,-3416.8057292613194,3373.3373948397702,4370.07325209886,ENTm2,ENTm2
335,335,,254.0,13.297094618518663,2,33762,9.792778309901976,1.0,2.14592074211576,0.1844997348961147,183,0.0803554364410257,51,0.065,1.8285401887237717e-05,-11.505,0.6685174703598022,0.9722414404153816,0.0797346128783839,0.0067235353355843,0.0011847639357857,11.6,1.4184561805447675,532.7074089690482,1752.964177393769,35.89843627190729,0.2471756682869784,-13.125905822422169,2248.488638206801,3610.571588295252,10065.058946753887,-3451.511361793199,3363.4472959314444,4370.853900910568,ENTm2,ENTm2
336,336,,256.0,25.77801857801548,2,66684,19.34191187777689,1.0,2.391092810821568,0.2576634754821983,997,0.2110634213729244,487,0.165,6.474772353689925e-05,-12.87,0.5202386379241943,0.5410722613334653,0.0719512926639073,0.0015745906064423,0.0001049727070961,25.6,1.2195714917339382,524.6612334216875,1781.4190958419438,17.709043292267282,0.2547463138334785,-5.079730275061479,2258.1043135787695,3580.468202492491,10064.668411843591,-3441.8956864212305,3335.1237904390146,4373.089541940148,ENTm2,ENTm2
337,337,,258.0,10.924014310493948,2,32094,9.308969465019668,1.0,2.4055351855231724,0.1985972788502527,178,0.1307138537217989,73,0.11,0.0001074165683374,-12.48,0.5191850662231445,0.5162619948387146,0.0718825948775472,0.0012151804075528,0.0002492677759082,12.120000000000005,1.1885719839210154,495.3799648643971,1777.396243656475,24.54890104893402,0.2342477030236766,24.20153828222891,2287.1636919974176,3584.7241089568583,10064.723624239308,-3412.8363080025824,3339.128063941955,4372.773475196954,ENTm2,ENTm2
338,338,,259.0,6.526348005413177,2,15398,4.466240163967497,1.0,2.3628808047560543,0.3635244454590817,75,0.3998358757872843,44,0.265,0.0003154173544787,-12.87,0.5768882632255554,0.7028272449970245,0.0964410962462657,0.0104559033640732,0.0025977399662293,7.720000000000005,1.4530612030449936,488.48580215313774,1762.6291695140364,37.5532312384973,0.2478348854834263,31.095700993488265,2293.243341030884,3600.3466780707868,10064.926297741466,-3406.756658969116,3353.826939510418,4371.613258312136,ENTm2,ENTm2
339,339,,260.0,2.385149375071251,2,5447,1.5799201307397686,1.0,1.115156351392083,0.774669099562529,20,0.192907127279108,3,0.18,0.0004765691425184,-4.095,1.9550285339355469,3.1398100405931477,0.1935010097301266,0.016522856618322,0.0020194602533504,3.8,1.8881050015408736,524.2993254974787,1773.5767315429796,62.59180881420758,0.2371224622455083,-4.717822350852657,2258.033656938994,3588.7648953305843,10064.776045855742,-3441.966343061006,3342.92993645556,4372.473384440782,ENTm2,ENTm2
340,340,,261.0,10.423148028062792,2,32516,9.431371942561835,1.0,2.237742143852921,0.1771717041257884,163,0.1517260385258724,86,0.135,0.0001046825528705,-12.48,0.5065066814422607,0.5359388917684555,0.0735945380735637,0.0006458358961741,3.0754090294009104e-05,14.320000000000002,1.1651914743302034,493.12515852958165,1816.7221263484917,19.224616813087245,0.2491266914796928,26.45634461704435,2291.5876124732586,3543.119975707697,10064.183888724081,-3408.4123875267414,3299.9837994292793,4375.863224233867,ENTm2,ENTm2
341,341,,262.0,12.992350675593686,2,30023,8.708269154617234,1.0,2.455766529523109,0.3187372519534174,250,0.4085813614578686,170,0.32,1.9103715369825826e-05,-12.87,0.5032252073287964,0.5399214312434195,0.0788728641374945,0.0012656962995037,6.661559471072177e-05,15.6,1.2469248489193148,529.9934687805843,1809.0435806792432,32.086288373376135,0.2498152623279376,-10.411965633958289,2254.2957734708707,3551.243359477237,10064.28927437646,-3445.7042265291293,3307.6268833774175,4375.259937607798,ENTm2,ENTm2
342,342,,264.0,1.6323413180437027,2,4068,1.179936679245342,1.0,1.4693071831981512,0.3472234945670139,5,0.3876294342643704,3,0.32,0.0013528728056569,-8.19,0.8179935812950134,0.7077570557594299,0.1130776794493608,0.0019665683382497,0.0,3.4,1.202768413854962,494.1781695391514,1800.3903247358287,20.364500656446193,0.0332537021626918,25.40333360747462,2289.6337814591157,3560.397921019526,10064.408037624362,-3410.3662185408843,3316.240176108763,4374.580070116286,ENTm2,ENTm2
343,343,,265.0,4.138181363580292,2,11197,3.24772640056787,1.0,4.886834531418754,0.0916637523141968,10,0.1013865568887885,7,0.125,0.0002119750857521,-25.935,0.3280758857727051,0.3127868548035618,0.075288023577744,0.0006251674555684,8.930963650977941e-05,7.0,1.43783196540412,537.7028353138206,1818.8341878826748,1.0000000000000002,0.0731689165986419,-18.121332167194623,2247.1264315494273,3540.8855569614793,10064.15490133607,-3452.8735684505727,3297.8814919996257,4376.029164313134,ENTm2,ENTm2
344,344,,266.0,10.925522943874764,2,27758,8.051298510937121,1.0,2.852541191071132,0.1953871241200166,131,0.1903936762521616,77,0.175,4.2086308645509686e-05,-15.795,0.4329459369182586,0.4382258832454677,0.0743569421428056,0.0011888464586785,0.0,13.0,1.216593781108816,527.4512430195164,1844.1195304055193,18.997722158709028,0.2369483312115738,-7.869739872890364,2258.7726980448547,3514.135368852296,10063.80786787007,-3441.2273019551453,3272.7129244239313,4378.0157786587,ENTm2,ENTm2
345,345,,267.0,1.5493664820987825,2,3467,1.0056146673902655,1.0,1.0461482715309485,1.24290134161606,13,0.6264630668599813,3,,7.47007159486938e-05,-4.2899995,1.7492951154708862,1.7022178411483757,0.1794058263628497,0.0141332564176521,0.0008653014133256,2.6,1.6125197981695274,521.2329364397922,1846.8399316523837,43.64204699507583,0.042409438057169,-1.6514332931661784,2265.141054932669,3511.2573676933107,10063.770531208611,-3434.858945067331,3270.005086768466,4378.2295146655515,ENTm2,ENTm2
346,346,,268.0,9.281112558784528,2,23652,6.860339807647697,1.0,3.301971923811813,0.1581816029986018,77,0.1756650068461865,52,0.155,0.0001827884194235,-17.744999,0.3595675528049469,0.3979683697223662,0.0798663960764417,0.0013952308472856,4.2279722645019446e-05,12.6,1.191044450908025,551.1629529854663,1844.0532610613045,18.387423728469216,0.2381308905418545,-31.581449838840285,2235.0573328330006,3514.2054773517953,10063.808777396218,-3464.9426671669994,3272.7788877173516,4378.010572020516,ENTm2,ENTm2
347,347,,269.0,24.47154207022819,2,70093,20.33070345583672,1.0,2.372934397996469,0.1712232642291953,732,0.1473422692553964,389,0.125,7.390607716749147e-05,-13.455,0.5057739615440369,0.5727300643920898,0.0757850284621859,0.0012982751487309,0.0001284008388854,19.2,1.246645708572332,516.4847232939069,1855.932725928342,15.075943140495816,0.2474923617869734,3.0967798527191235,2270.3908031311776,3501.6378042209058,10063.645735433733,-3429.6091968688224,3260.954285618369,4378.943915727495,ENTm2,ENTm2
348,348,,271.0,16.50746645289667,2,43228,12.538422509935508,1.0,2.470085830099776,0.2527624312667182,411,0.2232574228074249,215,0.195,0.0001051401844425,-13.455,0.523641049861908,0.7088999092578885,0.0773341352826871,0.0032155084667345,0.000346997316554,16.599999999999998,1.3370659002073393,539.8272478610745,1877.1694660340395,24.159450474744975,0.2372129355496796,-20.245744714448506,2248.219642310205,3479.170764585592,10063.35426777737,-3451.780357689795,3239.8156228553553,4380.612440190191,ENTm2,ENTm2
349,349,,272.0,2.1875184021842595,2,5007,1.452296694439879,1.0,1.2623403667391695,0.9626426511305716,21,0.3292403671446493,4,,0.0010247940233953,-4.2899995,1.9439759254455569,2.733698907494545,0.1635710005991612,0.0109846215298581,0.0009986019572598,3.6,2.0254132642304263,526.1559189008689,1901.0231630370797,77.20348183685704,0.0968168788480423,-6.574415754242864,2263.2066796014924,3453.9351609407418,10063.026883201088,-3436.7933203985076,3216.072089050791,4382.486573262275,ENTm2,ENTm2
350,350,,273.0,16.693028358737127,2,51372,14.900616294540736,1.0,2.806821733565002,0.4123804033251514,947,0.4512859877621894,535,0.335,5.368934938232472e-05,-14.429999,0.479783833026886,0.5061552315950393,0.0757221832905084,0.0015767344078486,0.0001946585688702,19.72,1.3035740350484235,528.4488264097046,1903.1177215299904,18.29890327902744,0.2530213282704644,-8.86732326307856,2261.029302530505,3451.7192592324513,10062.99813603688,-3438.970697469495,3213.9872038283565,4382.651138165672,ENTm2,ENTm2
351,351,,274.0,2.1603630013295585,2,8688,2.519982760394182,1.0,1.0478254025151004,0.1218011392177766,8,0.1479745093249835,6,0.115,0.0002312580561053,-5.0699997,1.3366060256958008,1.743324947357178,0.1178637200736648,0.003683241252302,0.0013812154696132,8.920000000000005,1.30401634599573,514.6347305100385,1903.020905428445,1.0000000000000029,0.231011558546655,4.946772636587525,2274.8380583040102,3451.821684142298,10062.999464807777,-3425.1619416959898,3214.0835728054412,4382.643531535228,ENTm2,ENTm2
352,352,,275.0,15.06219567407424,2,37386,10.843931339790158,1.0,2.647884657946683,0.223641238449372,272,0.249396070645484,177,0.215,0.0003561868870453,-14.429999,0.4927502870559692,0.5363207578659055,0.0725137752099716,0.001257155084791,5.349596105494035e-05,16.8,1.310720937395028,496.60769163930087,1903.8286633780049,17.77685153432865,0.1447537904003593,22.973811507325138,2292.909651017433,3450.9671306760806,10062.988378581018,-3407.090348982567,3213.279545313232,4382.706995319786,ENTm2,ENTm2
353,353,,276.0,14.630726527160656,2,32855,9.529699999165612,1.0,2.462027753281032,0.1724697998225533,162,0.1634745712762335,94,0.145,8.102065445705229e-05,-13.26,0.4747979044914245,0.5205709278583522,0.0803835032719525,0.0013392177750722,9.131030284583775e-05,19.92,1.221721974611912,513.1536451316994,1919.5244584035663,27.661022362214705,0.2377351258684704,6.427858014926642,2277.2294370485747,3434.3620374653547,10062.772958673439,-3422.7705629514253,3197.6562379604375,4383.940179783658,ENTm2,ENTm2
354,354,,277.0,8.579598036704748,2,26211,7.602586111037282,1.0,2.3099872330577726,0.1973857582256178,118,0.1609997838727493,59,0.145,0.0001491402850663,-11.8949995,0.5304020643234253,0.5160709023475644,0.0744343977719278,0.0014497729960703,7.630384189843959e-05,13.4,1.1851442377700852,493.0825603213552,1925.5436621037247,26.669064502082133,0.1788520801241589,26.49894282527083,2297.632525592083,3427.994125656319,10062.690346973764,-3402.367474407917,3191.6648326653562,4384.4130955216515,ENTm2,ENTm2
355,355,,280.0,16.720183759591826,2,57070,16.553339794624307,1.0,3.001611138085107,0.3355565801876043,951,0.3915841670117079,595,0.3,1.922169881155241e-05,-14.82,0.4772801101207733,0.5014670491218567,0.0716138076046959,0.0008235500262835,0.0001577010688628,20.12,1.43345740937434,531.508091028022,1928.4421199088235,15.01595403607284,0.2764188006073772,-11.926587881396017,2259.3668663334765,3424.9277526600717,10062.650566541395,-3440.6331336665235,3188.779760767793,4384.640821044864,ENTm2,ENTm2
356,356,,281.0,3.312958904273541,2,8438,2.447469444314699,1.0,2.459207434841549,0.3550950567313665,22,0.4768659807082064,15,,0.0014603185052408,-12.87,0.5409177541732788,0.6018066972494125,0.0853282768428537,0.0035553448684522,0.0010666034605356,4.800000000000001,1.333727932412622,492.4983765591286,1971.784911112089,32.21336839102787,0.2559023497205279,27.083126587497418,2300.7672572443144,3379.0740009532515,10062.055700205536,-3399.2327427556856,3145.637138976808,4388.046169843421,ENTm2,ENTm2
357,357,,282.0,8.658046972507218,2,20629,5.983508789614593,1.0,2.5357434625344504,0.2160402260744297,80,0.1877582601634085,42,0.18,0.0001689140990237,-13.455,0.5130969285964966,0.6455447345972061,0.0679625769547724,0.0024237723593,0.000339328130302,9.520000000000003,1.319726770749607,528.1106127583809,1977.7051038151724,21.554341129291767,0.2454964975516644,-8.529109611754848,2265.4815635872965,3372.8108361055924,10061.974447401019,-3434.5184364127035,3139.744287417686,4388.511306502805,ENTm2,ENTm2
358,358,,283.0,9.101585186467336,2,21678,6.287774663884102,1.0,4.104682769973413,0.083146022973173,34,0.1004149615436651,26,0.095,0.0003937687997671,-23.4,0.3050829172134399,0.2755308985710143,0.0715933204170126,0.0009225943352707,0.0,11.2,1.223547732973133,533.9892225823235,1970.9989653809712,9.841816215607777,0.0331070118065003,-14.407719435697459,2259.23306048408,3379.905478562543,10062.066487066379,-3440.76693951592,3146.419454985642,4387.984419797407,ENTm2,ENTm2
359,359,,284.0,8.903954213580345,2,23170,6.720534134246455,1.0,2.3809312942428704,0.2611612573958064,122,0.1917846197732459,54,0.18,8.018176620710283e-05,-12.675,0.6710494160652161,0.9426989108324048,0.0992662926197669,0.0074665515753129,0.0006473888649115,9.52,1.6148905682794772,532.7895257549394,1952.4356121646424,49.66156376422221,0.2216935222344767,-13.2080226083134,2259.4088506828007,3399.5442550602456,10062.321263318727,-3440.5911493171993,3164.8970773249293,4386.525937525788,ENTm2,ENTm2
360,360,,285.0,13.59429539453956,2,33438,9.698801052262969,1.0,2.288639380745174,0.2364004162722658,230,0.1870936129884695,110,0.17,0.0001273652916347,-11.8949995,0.5412079095840454,0.630491453409195,0.0732998385070877,0.0019738022609007,0.0002093426640349,15.6,1.2841300009485652,512.3794865363809,2000.076049279412,19.28631651761352,0.2840850008347124,7.202016610245096,2282.4466133942956,3349.14388364853,10061.667413128685,-3417.5533866057044,3117.4766573810275,4390.268943012692,ENTm2,ENTm2
361,361,,287.0,19.241110138936584,2,50696,14.704540287861816,1.0,3.0893259847297365,0.2459327064030223,550,0.2200664956188398,292,0.17,5.810905244052149e-05,-17.355,0.3905875384807586,0.395659440755844,0.0669678081110935,0.0009270948398295,5.9176266372100366e-05,17.2,1.1764323224149846,528.288209494795,1996.4468374046517,12.461175173046623,0.2838909762998997,-8.70670634816895,2266.33771248031,3352.983345196271,10061.717222933501,-3433.66228751969,3121.089108516854,4389.983803732218,ENTm2,ENTm2
362,362,,288.0,8.146620256410346,2,25757,7.470901929036941,1.0,2.2610750291994703,0.3031436535821118,175,0.2598088802205249,87,0.23,0.0006018687587841,-11.7,0.5695205330848694,0.8148610591888427,0.0923632410606825,0.0053965912179213,0.0009706099312808,14.8,1.4103096313357473,499.9614386192151,2019.6566482476587,28.72609695383682,0.2848755329599779,19.620064527410932,2295.9446765890425,3328.428929709589,10061.398675494609,-3404.0553234109575,3097.9864872217886,4391.80734806969,ENTm2,ENTm2
363,363,,290.0,9.638658670038092,2,30918,8.967866826181782,1.0,2.757287043581268,0.2248121653375171,187,0.2004133741827585,100,0.17,0.0001040745191017,-14.82,0.4460294246673584,0.4107440367341041,0.0740992302218772,0.0008409340837052,6.468723720809884e-05,13.6,1.1925371441653418,542.1429841444832,2013.2431280395208,12.097521758959488,0.291540454382534,-22.56148099785719,2253.4093778502447,3335.2140018063874,10061.48669906578,-3446.5906221497553,3104.370387958382,4391.303451741628,ENTm2,ENTm2
364,364,,292.0,20.075384398528236,2,58262,16.89908328569128,1.0,2.852569111727321,0.245114371944518,724,0.2784703467588448,472,0.19,4.4532792258726046e-06,-15.99,,,0.0688613504514091,0.0012357969173732,0.0002574576911194,20.320000000000004,1.179462709834516,540.4729897936759,2035.955122849949,13.283952461543237,0.2430963327108493,-20.891486647049874,2256.33210718732,3311.18624212843,10061.174983997185,-3443.66789281268,3081.7632836390067,4393.087883756581,ENTm2,ENTm2
365,365,,293.0,5.919877386324852,2,19716,5.718690159292322,1.0,5.386677505406891,0.0295640119292017,10,0.0361294841266717,8,0.04,0.0004287056452928,-28.08,0.2483690083026886,0.2493277080357072,0.0691823899371069,0.0008622438628525,5.0720227226617976e-05,9.720000000000004,1.2298592676524591,533.4926901047081,2049.319476121775,8.826456924269937,,-13.911186958082112,2264.0495500929987,3297.0476571495656,10060.99156240293,-3435.9504499070013,3068.4606507747885,4394.137891914668,ENTm2,ENTm2
366,366,,294.0,20.736165819325965,2,66751,19.361345446486197,1.0,3.310407287056191,0.2749429828178362,1066,0.3161486922367971,688,0.255,3.886929183540701e-06,-16.77,0.4801101982593536,0.4240889102220535,0.0661862743629309,0.0011984839178439,0.0001198483917843,16.92,1.4244900231581,538.6988148550387,2058.2945865679244,14.36809477826049,0.2616992195359754,-19.11731170841267,2259.3384692591258,3287.552595236986,10060.868381802033,-3440.6615307408742,3059.5269899569,4394.843046814161,ENTm2,ENTm2
367,367,,297.0,6.214060895584114,2,21341,6.190026713808959,1.0,3.712183856997317,0.1640154700175987,65,0.1973714459303244,47,0.16,0.0005879981337742,-22.425,0.332645058631897,0.3677778616547584,0.0682254814675975,0.0012651703294128,9.371632069724945e-05,9.8,1.249074236055853,518.6777006882747,2082.115503006309,1.0000000000000155,-0.0550775625084206,0.9038024583512652,2280.6734836656715,3262.3516712200685,10060.541447128813,-3419.3265163343285,3035.8160853269633,4396.714604388605,ENTm2,ENTm2
368,368,,298.0,15.831598698290772,2,53044,15.385585352480316,1.0,2.631714023571878,0.2883587645084404,706,0.2928442716499135,408,0.235,6.496428830440311e-05,-15.21,0.5115338563919067,0.4207812756299972,0.0725812532991478,0.0011876932358042,9.426136792097127e-05,17.320000000000007,1.2439667046074163,538.7210782635095,2079.4498879091857,15.191667066396828,0.2399371275987934,-19.13957511688352,2260.4830776448966,3265.1717123253175,10060.578031867397,-3439.5169223551034,3038.4693898508044,4396.5051728103335,ENTm2,ENTm2
